Call ID,Segment,Date,Start Time,Calling Party,Dialed Number,Split/Skill,Time,Trunk,ORIGLOGIN,Time,SEGSTOP,Trunk Group,Universal Call ID
1885651,1,1/2/2021,12:45:24 PM,405510,123456789#,EPA_DE,:00:42,001V04008,408010,12:45:00 PM,12:46:06 PM,Vodafone,
1885668,1,1/2/2021,12:50:41 PM,405510,123456789#,EPA_DE,:03:16,001V04009,408010,12:50:00 PM,12:53:57 PM,Vodafone,
1885712,1,1/2/2021,1:11:42 PM,405503,123456789#,EPA_DE,:01:31,001V04011,408003,1:11:00 PM,1:13:13 PM,Vodafone,
1885858,1,1/2/2021,1:59:31 PM,405510,123456789#,EPA_DE,:10:44,001V04013,408010,1:59:00 PM,2:10:15 PM,Vodafone,
1885954,1,1/2/2021,2:50:14 PM,405505,123456789#,EPA_DE,:00:06,001V04015,408005,2:50:00 PM,2:51:05 PM,Vodafone,
1885959,1,1/2/2021,2:50:58 PM,405506,123456789#,EPA_DE,:01:22,001V04017,408006,2:50:00 PM,2:52:20 PM,Vodafone,
1885989,1,1/2/2021,2:40:25 PM,405503,123456789#,EPA_DE,:23:23,001V04014,408003,2:40:00 PM,3:03:48 PM,Vodafone,
1886011,1,1/2/2021,3:17:29 PM,405503,123456789#,EPA_DE,:00:08,001V04018,408003,3:17:00 PM,3:17:37 PM,Vodafone,
1886012,1,1/2/2021,3:18:07 PM,405503,123456789#,EPA_DE,:00:04,001V04019,408003,3:18:00 PM,3:18:11 PM,Vodafone,
1886033,1,1/2/2021,3:18:35 PM,405503,123456789#,EPA_DE,:13:32,001V04020,408003,3:18:00 PM,3:32:07 PM,Vodafone,
1886068,1,1/2/2021,3:49:24 PM,405505,123456789#,EPA_DE,:00:42,001V04022,408005,3:49:00 PM,3:50:06 PM,Vodafone,
1886085,1,1/2/2021,3:40:47 PM,405503,123456789#,EPA_DE,:19:03,001V04021,408003,3:40:00 PM,3:59:50 PM,Vodafone,
1886103,1,1/2/2021,4:06:53 PM,405505,123456789#,EPA_DE,:03:05,001V04023,408005,4:06:00 PM,4:09:58 PM,Vodafone,
1886202,1,1/2/2021,4:47:00 PM,405505,123456789#,EPA_DE,:02:49,001V04024,408005,4:47:00 PM,4:49:49 PM,Vodafone,
1886249,1,1/2/2021,5:18:07 PM,405505,123456789#,EPA_DE,:01:02,001V04025,408005,5:18:00 PM,5:19:09 PM,Vodafone,
1886251,1,1/2/2021,5:19:49 PM,405505,123456789#,EPA_DE,:01:24,001V04026,408005,5:19:00 PM,5:21:13 PM,Vodafone,
1886298,1,1/2/2021,5:44:04 PM,405510,123456789#,EPA_DE,:01:59,001V04027,408010,5:44:00 PM,5:46:03 PM,Vodafone,
1886718,1,2/2/2021,9:28:36 AM,405506,123456789#,EPA_DE,:10:07,001V04030,408006,9:28:00 AM,9:38:43 AM,Vodafone,
1886860,1,2/2/2021,10:18:44 AM,405506,123456789#,EPA_DE,:00:32,001V08002,408006,10:18:00 AM,10:19:16 AM,Vodafone,
1886870,1,2/2/2021,10:22:01 AM,405506,123456789#,EPA_DE,:00:21,001V08003,408006,10:22:00 AM,10:22:22 AM,Vodafone,
1886892,1,2/2/2021,10:27:15 AM,405505,123456789#,EPA_DE,:00:24,001V08004,408005,10:27:00 AM,10:27:39 AM,Vodafone,
1886895,1,2/2/2021,10:28:27 AM,405506,123456789#,EPA_DE,:00:25,001V08005,408006,10:28:00 AM,10:28:52 AM,Vodafone,
1886999,1,2/2/2021,11:00:14 AM,405506,123456789#,EPA_DE,:01:56,001V08007,408006,11:00:00 AM,11:02:10 AM,Vodafone,
1887023,1,2/2/2021,11:04:08 AM,405505,123456789#,EPA_DE,:01:32,001V08008,408005,11:04:00 AM,11:05:40 AM,Vodafone,
1887062,1,2/2/2021,11:06:16 AM,405505,123456789#,EPA_DE,:09:02,001V08009,408005,11:06:00 AM,11:15:18 AM,Vodafone,
1887071,1,2/2/2021,11:16:04 AM,405505,123456789#,EPA_DE,:02:26,001V04002,408005,11:16:00 AM,11:18:30 AM,Vodafone,
1887093,1,2/2/2021,11:22:56 AM,405510,123456789#,EPA_DE,:00:07,001V04003,408010,11:22:00 AM,11:23:03 AM,Vodafone,
1887095,1,2/2/2021,11:23:29 AM,405510,123456789#,EPA_DE,:00:31,001V04004,408010,11:23:00 AM,11:24:00 AM,Vodafone,
1887116,1,2/2/2021,11:27:40 AM,405510,123456789#,EPA_DE,:02:17,001V04005,408010,11:27:00 AM,11:29:57 AM,Vodafone,
1887122,1,2/2/2021,11:30:05 AM,405505,123456789#,EPA_DE,:01:46,001V04006,408005,11:30:00 AM,11:31:51 AM,Vodafone,
1887136,1,2/2/2021,11:34:25 AM,405505,123456789#,EPA_DE,:01:31,001V04008,408005,11:34:00 AM,11:35:56 AM,Vodafone,
1887140,1,2/2/2021,11:35:38 AM,405510,123456789#,EPA_DE,:01:13,001V04009,408010,11:35:00 AM,11:36:51 AM,Vodafone,
1887148,1,2/2/2021,11:38:59 AM,405505,123456789#,EPA_DE,:00:30,001V04010,408005,11:38:00 AM,11:39:29 AM,Vodafone,
1887155,1,2/2/2021,11:41:03 AM,405510,123456789#,EPA_DE,:00:42,001V04011,408010,11:41:00 AM,11:41:45 AM,Vodafone,
1887164,1,2/2/2021,11:41:59 AM,405510,123456789#,EPA_DE,:03:59,001V04012,408010,11:41:00 AM,11:45:58 AM,Vodafone,
1887172,1,2/2/2021,11:48:33 AM,405505,123456789#,EPA_DE,:00:04,001V04013,408005,11:48:00 AM,11:48:40 AM,Vodafone,
1887177,1,2/2/2021,11:49:08 AM,405510,123456789#,EPA_DE,:02:18,001V04014,408010,11:49:00 AM,11:51:26 AM,Vodafone,
1887186,1,2/2/2021,11:53:07 AM,405506,123456789#,EPA_DE,:00:09,001V04015,408006,11:53:00 AM,11:53:16 AM,Vodafone,
1887191,1,2/2/2021,11:53:41 AM,405506,123456789#,EPA_DE,:01:27,001V04017,408006,11:53:00 AM,11:55:08 AM,Vodafone,
1887224,1,2/2/2021,11:59:40 AM,405506,123456789#,EPA_DE,:04:39,001V04018,408006,11:59:00 AM,12:04:19 PM,Vodafone,
1887227,1,2/2/2021,12:04:51 PM,405510,123456789#,EPA_DE,:00:35,001V04019,408010,12:04:00 PM,12:05:29 PM,Vodafone,
1887242,1,2/2/2021,12:07:16 PM,405510,123456789#,EPA_DE,:00:46,001V04020,408010,12:07:00 PM,12:08:02 PM,Vodafone,
1887583,1,2/2/2021,1:38:59 PM,405510,123456789#,EPA_DE,:01:26,001V04025,408010,1:38:00 PM,1:40:25 PM,Vodafone,
1887586,1,2/2/2021,1:40:57 PM,405503,123456789#,EPA_DE,:00:02,001V04027,408003,1:40:00 PM,1:41:10 PM,Vodafone,
1887592,1,2/2/2021,1:40:44 PM,405510,123456789#,EPA_DE,:01:07,001V04026,408010,1:40:00 PM,1:41:51 PM,Vodafone,
1887596,1,2/2/2021,1:42:15 PM,405510,123456789#,EPA_DE,:01:15,001V04028,408010,1:42:00 PM,1:43:30 PM,Vodafone,
1887600,1,2/2/2021,1:45:08 PM,405506,123456789#,EPA_DE,:00:27,001V04029,408006,1:45:00 PM,1:45:35 PM,Vodafone,
1887692,1,2/2/2021,2:23:00 PM,405503,123456789#,EPA_DE,:00:49,001V04031,408003,2:23:00 PM,2:23:49 PM,Vodafone,
1887703,1,2/2/2021,1:45:43 PM,405510,123456789#,EPA_DE,:41:24,001V04030,408010,1:45:00 PM,2:27:07 PM,Vodafone,
1887718,1,2/2/2021,2:31:10 PM,405503,123456789#,EPA_DE,:00:48,001V08001,408003,2:31:00 PM,2:31:58 PM,Vodafone,
1887721,1,2/2/2021,2:32:21 PM,405503,123456789#,EPA_DE,:01:03,001V08002,408003,2:32:00 PM,2:33:24 PM,Vodafone,
1887727,1,2/2/2021,2:34:40 PM,405505,123456789#,EPA_DE,:00:28,001V08003,408005,2:34:00 PM,2:35:08 PM,Vodafone,
1887851,1,2/2/2021,3:24:03 PM,405503,123456789#,EPA_DE,:02:08,001V08013,408003,3:24:00 PM,3:26:11 PM,Vodafone,
1887933,1,2/2/2021,4:05:22 PM,405503,123456789#,EPA_DE,:05:49,001V08017,408003,4:05:00 PM,4:11:11 PM,Vodafone,
1887951,1,2/2/2021,4:22:24 PM,405503,123456789#,EPA_DE,:01:39,001V08018,408003,4:22:00 PM,4:24:03 PM,Vodafone,
1887959,1,2/2/2021,4:27:16 PM,405505,123456789#,EPA_DE,:00:22,001V08019,408005,4:27:00 PM,4:27:38 PM,Vodafone,
1887967,1,2/2/2021,4:32:21 PM,405505,123456789#,EPA_DE,:00:51,001V08020,408005,4:32:00 PM,4:33:12 PM,Vodafone,
1888008,1,2/2/2021,4:54:12 PM,405503,123456789#,EPA_DE,:00:23,001V08021,408003,4:54:00 PM,4:54:35 PM,Vodafone,
1888053,1,2/2/2021,5:05:08 PM,405505,123456789#,EPA_DE,:19:16,001V08022,408005,5:05:00 PM,5:24:24 PM,Vodafone,
1888062,1,2/2/2021,5:27:34 PM,405503,123456789#,EPA_DE,:03:43,001V08023,408003,5:27:00 PM,5:31:17 PM,Vodafone,
1888066,1,2/2/2021,5:40:36 PM,405510,123456789#,EPA_DE,:00:23,001V08024,408010,5:40:00 PM,5:40:59 PM,Vodafone,
1888067,1,2/2/2021,5:41:50 PM,405510,123456789#,EPA_DE,:00:45,001V08025,408010,5:41:00 PM,5:42:35 PM,Vodafone,
1888125,1,2/2/2021,6:09:40 PM,405503,123456789#,EPA_DE,:29:24,001V08027,408003,6:09:00 PM,6:39:04 PM,Vodafone,
1888127,1,2/2/2021,6:39:14 PM,405503,123456789#,EPA_DE,:00:22,001V08028,408003,6:39:00 PM,6:39:48 PM,Vodafone,
1888147,1,2/2/2021,6:40:33 PM,405503,123456789#,EPA_DE,:30:38,001V08029,408003,6:40:00 PM,7:11:16 PM,Vodafone,
1888159,1,2/2/2021,7:14:25 PM,405503,123456789#,EPA_DE,:27:41,001V08030,408003,7:14:00 PM,7:42:06 PM,Vodafone,
1888166,1,2/2/2021,7:46:52 PM,405503,123456789#,EPA_DE,:26:44,001V08031,408003,7:46:00 PM,8:13:36 PM,Vodafone,
1888169,1,2/2/2021,8:25:21 PM,405503,123456789#,EPA_DE,:04:56,001V04001,408003,8:25:00 PM,8:30:17 PM,Vodafone,
1888618,1,3/2/2021,10:07:48 AM,405505,123456789#,EPA_DE,:00:35,001V08020,408005,10:07:00 AM,10:08:23 AM,Vodafone,
1888624,1,3/2/2021,10:09:04 AM,405505,123456789#,EPA_DE,:00:25,001V08022,408005,10:09:00 AM,10:09:29 AM,Vodafone,
1888681,1,3/2/2021,10:25:39 AM,405505,123456789#,EPA_DE,:00:46,001V04001,408005,10:25:00 AM,10:26:25 AM,Vodafone,
1888689,1,3/2/2021,10:27:01 AM,405505,123456789#,EPA_DE,:00:33,001V04004,408005,10:27:00 AM,10:27:34 AM,Vodafone,
1888724,1,3/2/2021,10:33:04 AM,405505,123456789#,EPA_DE,:00:21,001V04010,408005,10:33:00 AM,10:33:25 AM,Vodafone,
1888756,1,3/2/2021,10:35:57 AM,405505,123456789#,EPA_DE,:01:15,001V04014,408005,10:35:00 AM,10:37:12 AM,Vodafone,
1888761,1,3/2/2021,10:37:41 AM,405505,123456789#,EPA_DE,:00:30,001V04015,408005,10:37:00 AM,10:38:11 AM,Vodafone,
1888808,1,3/2/2021,10:54:44 AM,405505,123456789#,EPA_DE,:00:05,001V04017,408005,10:54:00 AM,10:54:49 AM,Vodafone,
1888863,1,3/2/2021,11:03:11 AM,405510,123456789#,EPA_DE,:11:58,001V04019,408010,11:03:00 AM,11:15:09 AM,Vodafone,
1888866,1,3/2/2021,11:01:49 AM,405505,123456789#,EPA_DE,:16:08,001V04018,408005,11:01:00 AM,11:17:57 AM,Vodafone,
1889039,1,3/2/2021,12:18:14 PM,405510,123456789#,EPA_DE,:01:02,001V04029,408010,12:18:00 PM,12:19:16 PM,Vodafone,
1889052,1,3/2/2021,12:19:26 PM,405510,123456789#,EPA_DE,:02:20,001V04030,408010,12:19:00 PM,12:21:46 PM,Vodafone,
1889105,1,3/2/2021,12:41:19 PM,405505,123456789#,EPA_DE,:04:36,001V08004,408005,12:41:00 PM,12:45:55 PM,Vodafone,
1889285,1,3/2/2021,1:55:46 PM,405505,123456789#,EPA_DE,:08:12,001V08015,408005,1:55:00 PM,2:03:58 PM,Vodafone,
1889330,1,3/2/2021,2:05:31 PM,405505,123456789#,EPA_DE,:16:48,001V08021,408005,2:05:00 PM,2:22:19 PM,Vodafone,
1889334,1,3/2/2021,2:22:54 PM,405505,123456789#,EPA_DE,:00:22,001V04002,408005,2:22:00 PM,2:23:16 PM,Vodafone,
1889337,1,3/2/2021,2:23:42 PM,405505,123456789#,EPA_DE,:00:27,001V04004,408005,2:23:00 PM,2:24:09 PM,Vodafone,
1889427,1,3/2/2021,2:24:56 PM,405505,123456789#,EPA_DE,:32:05,001V04005,408005,2:24:00 PM,2:57:01 PM,Vodafone,
1889791,1,3/2/2021,6:24:59 PM,405503,123456789#,EPA_DE,:00:38,001V08018,408003,6:24:00 PM,6:25:37 PM,Vodafone,
1889792,1,3/2/2021,6:26:45 PM,405503,123456789#,EPA_DE,:00:48,001V08019,408003,6:26:00 PM,6:27:33 PM,Vodafone,
1889805,1,3/2/2021,6:39:43 PM,405510,123456789#,EPA_DE,:02:42,001V08020,408010,6:39:00 PM,6:42:25 PM,Vodafone,
1890162,1,4/2/2021,9:40:02 AM,405510,123456789#,EPA_DE,:00:22,001V04014,408010,9:40:00 AM,9:40:24 AM,Vodafone,
1890170,1,4/2/2021,9:42:09 AM,405505,123456789#,EPA_DE,:00:22,001V04015,408005,9:42:00 AM,9:42:31 AM,Vodafone,
1890187,1,4/2/2021,9:46:39 AM,405506,123456789#,EPA_DE,:00:24,001V04017,408006,9:46:00 AM,9:47:03 AM,Vodafone,
1890268,1,4/2/2021,10:07:36 AM,405505,123456789#,EPA_DE,:00:36,001V04031,408005,10:07:00 AM,10:08:12 AM,Vodafone,
1890275,1,4/2/2021,10:04:58 AM,405506,123456789#,EPA_DE,:04:56,001V04029,408006,10:04:00 AM,10:09:54 AM,Vodafone,
1890309,1,4/2/2021,10:11:52 AM,405510,123456789#,EPA_DE,:09:18,001V08001,408010,10:11:00 AM,10:21:10 AM,Vodafone,
1890316,1,4/2/2021,10:14:29 AM,405506,123456789#,EPA_DE,:10:30,001V08002,408006,10:14:00 AM,10:24:59 AM,Vodafone,
1890335,1,4/2/2021,10:21:27 AM,405510,123456789#,EPA_DE,:08:21,001V08003,408010,10:21:00 AM,10:29:48 AM,Vodafone,
1890477,1,4/2/2021,10:30:34 AM,405510,123456789#,EPA_DE,:33:02,001V08005,408010,10:30:00 AM,11:03:36 AM,Vodafone,
1890540,1,4/2/2021,11:18:11 AM,405505,123456789#,EPA_DE,:01:02,001V08030,408005,11:18:00 AM,11:19:13 AM,Vodafone,
1890593,1,4/2/2021,11:04:24 AM,405510,123456789#,EPA_DE,:30:00,001V08027,408010,11:04:00 AM,11:34:24 AM,Vodafone,
1890600,1,4/2/2021,11:35:10 AM,405510,123456789#,EPA_DE,:00:16,001V04009,408010,11:35:00 AM,11:35:26 AM,Vodafone,
1890602,1,4/2/2021,11:35:38 AM,405505,123456789#,EPA_DE,:00:32,001V04010,408005,11:35:00 AM,11:36:10 AM,Vodafone,
1890663,1,4/2/2021,11:46:51 AM,405506,123456789#,EPA_DE,:00:54,001V04019,408006,11:46:00 AM,11:47:45 AM,Vodafone,
1890667,1,4/2/2021,11:48:22 AM,405506,123456789#,EPA_DE,:00:18,001V04021,408006,11:48:00 AM,11:48:40 AM,Vodafone,
1890701,1,4/2/2021,11:58:40 AM,405506,123456789#,EPA_DE,:03:39,001V04022,408006,11:58:00 AM,12:02:19 PM,Vodafone,
1890707,1,4/2/2021,12:05:17 PM,405506,123456789#,EPA_DE,:00:13,001V04023,408006,12:05:00 PM,12:05:35 PM,Vodafone,
1890711,1,4/2/2021,12:06:12 PM,405506,123456789#,EPA_DE,:00:05,001V04025,408006,12:06:00 PM,12:06:17 PM,Vodafone,
1890724,1,4/2/2021,11:35:45 AM,405510,123456789#,EPA_DE,:34:59,001V04011,408010,11:35:00 AM,12:10:44 PM,Vodafone,
1890737,1,4/2/2021,12:13:58 PM,405506,123456789#,EPA_DE,:00:27,001V04027,408006,12:13:00 PM,12:14:27 PM,Vodafone,
1890743,1,4/2/2021,12:06:33 PM,405505,123456789#,EPA_DE,:09:50,001V04026,408005,12:06:00 PM,12:16:23 PM,Vodafone,
1890787,1,4/2/2021,12:33:50 PM,405506,123456789#,EPA_DE,:00:02,001V04030,408006,12:33:00 PM,12:33:55 PM,Vodafone,
1890808,1,4/2/2021,12:39:51 PM,405506,123456789#,EPA_DE,:00:02,001V08002,408006,12:39:00 PM,12:39:56 PM,Vodafone,
1890846,1,4/2/2021,12:55:38 PM,405510,123456789#,EPA_DE,:00:10,001V08003,408010,12:55:00 PM,12:56:33 PM,Vodafone,
1890851,1,4/2/2021,12:57:57 PM,405510,123456789#,EPA_DE,:00:11,001V08005,408010,12:57:00 PM,12:58:53 PM,Vodafone,
1890875,1,4/2/2021,1:07:53 PM,405505,123456789#,EPA_DE,:00:09,001V08009,408005,1:07:00 PM,1:08:02 PM,Vodafone,
1890882,1,4/2/2021,1:06:35 PM,405503,123456789#,EPA_DE,:02:52,001V08008,408003,1:06:00 PM,1:10:05 PM,Vodafone,
1890892,1,4/2/2021,1:13:17 PM,405503,123456789#,EPA_DE,:01:39,001V08010,408003,1:13:00 PM,1:14:56 PM,Vodafone,
1890942,1,4/2/2021,1:32:40 PM,405505,123456789#,EPA_DE,:08:28,001V08012,408005,1:32:00 PM,1:41:08 PM,Vodafone,
1890944,1,4/2/2021,1:41:34 PM,405510,123456789#,EPA_DE,:00:24,001V08013,408010,1:41:00 PM,1:41:58 PM,Vodafone,
1890950,1,4/2/2021,1:42:40 PM,405510,123456789#,EPA_DE,:00:39,001V08014,408010,1:42:00 PM,1:43:19 PM,Vodafone,
1890955,1,4/2/2021,1:44:17 PM,405503,123456789#,EPA_DE,:02:13,001V08015,408003,1:44:00 PM,1:46:30 PM,Vodafone,
1890967,1,4/2/2021,1:47:27 PM,405503,123456789#,EPA_DE,:07:40,001V08017,408003,1:47:00 PM,1:55:07 PM,Vodafone,
1891020,1,4/2/2021,2:24:30 PM,405510,123456789#,EPA_DE,:04:19,001V08019,408010,2:24:00 PM,2:28:49 PM,Vodafone,
1891087,1,4/2/2021,3:02:42 PM,405510,123456789#,EPA_DE,:06:16,001V08021,408010,3:02:00 PM,3:08:58 PM,Vodafone,
1891110,1,4/2/2021,3:09:25 PM,405510,123456789#,EPA_DE,:15:25,001V08022,408010,3:09:00 PM,3:24:50 PM,Vodafone,
1891202,1,4/2/2021,4:11:33 PM,405503,123456789#,EPA_DE,:00:02,001V08023,408003,4:11:00 PM,4:11:38 PM,Vodafone,
1891274,1,4/2/2021,5:00:46 PM,405503,123456789#,EPA_DE,:00:09,001V08025,408003,5:00:00 PM,5:00:55 PM,Vodafone,
1891278,1,4/2/2021,5:01:57 PM,405503,123456789#,EPA_DE,:02:54,001V08026,408003,5:01:00 PM,5:04:51 PM,Vodafone,
1891323,1,4/2/2021,5:45:29 PM,405510,123456789#,EPA_DE,:01:03,001V08027,408010,5:45:00 PM,5:46:32 PM,Vodafone,
1891327,1,4/2/2021,5:47:12 PM,405510,123456789#,EPA_DE,:04:40,001V08028,408010,5:47:00 PM,5:51:52 PM,Vodafone,
1891425,1,4/2/2021,8:08:29 PM,405503,123456789#,EPA_DE,:00:13,001V04001,408003,8:08:00 PM,8:08:42 PM,Vodafone,
1891429,1,4/2/2021,8:12:36 PM,405503,123456789#,EPA_DE,:07:05,001V04002,408003,8:12:00 PM,8:19:41 PM,Vodafone,
1891430,1,4/2/2021,8:24:08 PM,405503,123456789#,EPA_DE,:00:01,001V04003,408003,8:24:00 PM,8:24:10 PM,Vodafone,
1891433,1,4/2/2021,8:24:39 PM,405503,123456789#,EPA_DE,:03:03,001V04004,408003,8:24:00 PM,8:27:42 PM,Vodafone,
1891441,1,4/2/2021,9:20:09 PM,405503,123456789#,EPA_DE,:00:01,001V04005,408003,9:20:00 PM,9:20:16 PM,Vodafone,
1891442,1,4/2/2021,9:24:54 PM,405503,123456789#,EPA_DE,:01:23,001V04006,408003,9:24:00 PM,9:26:17 PM,Vodafone,
1891765,1,5/2/2021,9:40:04 AM,405510,123456789#,EPA_DE,:01:18,001V08004,408010,9:40:00 AM,9:42:05 AM,Vodafone,
1891768,1,5/2/2021,9:42:19 AM,405510,123456789#,EPA_DE,:02:00,001V08006,408010,9:42:00 AM,9:44:19 AM,Vodafone,
1891771,1,5/2/2021,9:44:42 AM,405510,123456789#,EPA_DE,:00:33,001V08007,408010,9:44:00 AM,9:45:16 AM,Vodafone,
1891783,1,5/2/2021,9:49:48 AM,405510,123456789#,EPA_DE,:00:46,001V08008,408010,9:49:00 AM,9:50:34 AM,Vodafone,
1891791,1,5/2/2021,9:50:49 AM,405510,123456789#,EPA_DE,:00:57,001V08009,408010,9:50:00 AM,9:51:51 AM,Vodafone,
1891888,1,5/2/2021,10:25:32 AM,405506,123456789#,EPA_DE,:00:35,001V08018,408006,10:25:00 AM,10:26:07 AM,Vodafone,
1891892,1,5/2/2021,10:26:57 AM,405506,123456789#,EPA_DE,:00:22,001V08019,408006,10:26:00 AM,10:27:19 AM,Vodafone,
1891896,1,5/2/2021,10:27:50 AM,405506,123456789#,EPA_DE,:00:28,001V08020,408006,10:27:00 AM,10:28:18 AM,Vodafone,
1891999,1,5/2/2021,10:54:10 AM,405510,123456789#,EPA_DE,:01:13,001V04003,408010,10:54:00 AM,10:55:23 AM,Vodafone,
1892100,1,5/2/2021,10:55:48 AM,405510,123456789#,EPA_DE,:26:55,001V04004,408010,10:55:00 AM,11:22:43 AM,Vodafone,
1892121,1,5/2/2021,11:28:48 AM,405506,123456789#,EPA_DE,:01:27,001V04019,408006,11:28:00 AM,11:30:15 AM,Vodafone,
1892191,1,5/2/2021,11:59:31 AM,405510,123456789#,EPA_DE,:02:58,001V04028,408010,11:59:00 AM,12:02:29 PM,Vodafone,
1892243,1,5/2/2021,12:19:06 PM,405506,123456789#,EPA_DE,:00:32,001V08002,408006,12:19:00 PM,12:19:38 PM,Vodafone,
1892254,1,5/2/2021,12:20:30 PM,405506,123456789#,EPA_DE,:00:17,001V08005,408006,12:20:00 PM,12:20:47 PM,Vodafone,
1892354,1,5/2/2021,1:17:42 PM,405503,123456789#,EPA_DE,:00:07,001V08007,408003,1:17:00 PM,1:17:49 PM,Vodafone,
1892378,1,5/2/2021,1:31:14 PM,405510,123456789#,EPA_DE,:00:36,001V08008,408010,1:31:00 PM,1:31:50 PM,Vodafone,
1892384,1,5/2/2021,1:33:13 PM,405510,123456789#,EPA_DE,:00:12,001V08009,408010,1:33:00 PM,1:33:25 PM,Vodafone,
1892414,1,5/2/2021,1:46:33 PM,405510,123456789#,EPA_DE,:01:32,001V08013,408010,1:46:00 PM,1:48:05 PM,Vodafone,
1892420,1,5/2/2021,1:43:53 PM,405503,123456789#,EPA_DE,:06:32,001V08010,408003,1:43:00 PM,1:50:25 PM,Vodafone,
1892459,1,5/2/2021,2:14:11 PM,405503,123456789#,EPA_DE,:00:51,001V08014,408003,2:14:00 PM,2:15:02 PM,Vodafone,
1892462,1,5/2/2021,2:15:51 PM,405503,123456789#,EPA_DE,:01:04,001V08017,408003,2:15:00 PM,2:16:55 PM,Vodafone,
1892466,1,5/2/2021,2:23:16 PM,405503,123456789#,EPA_DE,:00:25,001V08018,408003,2:23:00 PM,2:23:41 PM,Vodafone,
1892543,1,5/2/2021,3:15:08 PM,405506,123456789#,EPA_DE,:00:13,001V08024,408006,3:15:00 PM,3:15:21 PM,Vodafone,
1892565,1,5/2/2021,3:35:31 PM,405506,123456789#,EPA_DE,:02:27,001V08028,408006,3:35:00 PM,3:37:58 PM,Vodafone,
1892581,1,5/2/2021,4:00:37 PM,405503,123456789#,EPA_DE,:00:02,001V04001,408003,4:00:00 PM,4:00:43 PM,Vodafone,
1892654,1,5/2/2021,5:16:22 PM,405510,123456789#,EPA_DE,:02:37,001V04015,408010,5:16:00 PM,5:18:59 PM,Vodafone,
1892660,1,5/2/2021,5:26:08 PM,405510,123456789#,EPA_DE,:01:32,001V04019,408010,5:26:00 PM,5:27:40 PM,Vodafone,
1893222,1,8/2/2021,9:30:26 AM,405503,123456789#,EPA_DE,:00:11,001V04006,408003,9:30:00 AM,9:30:43 AM,Vodafone,
1893228,1,8/2/2021,9:32:04 AM,405503,123456789#,EPA_DE,:00:10,001V04007,408003,9:32:00 AM,9:32:19 AM,Vodafone,
1893243,1,8/2/2021,9:35:35 AM,405503,123456789#,EPA_DE,:00:04,001V04009,408003,9:35:00 AM,9:35:44 AM,Vodafone,
1893286,1,8/2/2021,9:49:45 AM,405510,123456789#,EPA_DE,:00:11,001V04013,408010,9:49:00 AM,9:49:56 AM,Vodafone,
